text,text_lower,lemma_lower,part_of_speech
performed,performed,perform,VERB
Right,right,right,INTJ
petition,petition,petition,NOUN
right,right,right,NOUN
request,request,request,NOUN
enshrined,enshrined,enshrine,VERB
Article,article,article,PROPN
CPEUM,cpeum,cpeum,PROPN
gives,gives,give,VERB
Mexicans,mexicans,mexicans,PROPN
right,right,right,NOUN
request,request,request,VERB
attention,attention,attention,NOUN
demands,demands,demand,NOUN
needs,needs,need,NOUN
public,public,public,ADJ
officials,officials,official,NOUN
Foreign,foreign,foreign,PROPN
Policy,policy,policy,PROPN
Recovery,recovery,recovery,NOUN
Principles,principles,principles,PROPN
Mexico,mexico,mexico,PROPN
aspires,aspires,aspire,VERB
consolidate,consolidate,consolidate,VERB
narrowest,narrowest,narrow,ADJ
constructive,constructive,constructive,ADJ
respectful,respectful,respectful,ADJ
relationship,relationship,relationship,NOUN
peoples,peoples,people,NOUN
governments,governments,government,NOUN
world,world,world,NOUN
international,international,international,ADJ
action,action,action,NOUN
country,country,country,NOUN
finished,finished,finish,VERB
international,international,international,ADJ
law,law,law,NOUN
peace,peace,peace,NOUN
values,values,value,NOUN
mutual,mutual,mutual,ADJ
understanding,understanding,understanding,NOUN
shared,shared,share,VERB
prosperity,prosperity,prosperity,NOUN
recovers,recovers,recover,NOUN
supreme,supreme,supreme,ADJ
guide,guide,guide,NOUN
principles,principles,principle,NOUN
foreign,foreign,foreign,ADJ
policy,policy,policy,NOUN
settled,settled,settle,VERB
fraction,fraction,fraction,NOUN
X,x,x,NOUN
Article,article,article,NOUN
constitutional,constitutional,constitutional,ADJ
active,active,active,ADJ
presence,presence,presence,NOUN
country,country,country,NOUN
world,world,world,NOUN
invariably,invariably,invariably,ADV
oriented,oriented,orient,VERB
strengthen,strengthen,strengthen,VERB
development,development,development,NOUN
Mexicans,mexicans,mexicans,PROPN
Mexicans,mexicans,mexicans,PROPN
support,support,support,VERB
internal,internal,internal,ADJ
economic,economic,economic,ADJ
growth,growth,growth,NOUN
Mexican,mexican,mexican,ADJ
diplomacy,diplomacy,diplomacy,NOUN
transmit,transmit,transmit,VERB
world,world,world,NOUN
profound,profound,profound,ADJ
transformation,transformation,transformation,NOUN
underway,underway,underway,ADJ
Mexico,mexico,mexico,PROPN
results,results,result,NOUN
geographical,geographical,geographical,ADJ
neighborhood,neighborhood,neighborhood,NOUN
cultural,cultural,cultural,ADJ
identity,identity,identity,NOUN
shared,shared,share,VERB
aspirations,aspirations,aspiration,NOUN
Latin,latin,latin,PROPN
America,america,america,PROPN
Caribbean,caribbean,caribbean,PROPN
priority,priority,priority,NOUN
region,region,region,NOUN
Mexico,mexico,mexico,PROPN
particular,particular,particular,ADJ
new,new,new,ADJ
foreign,foreign,foreign,ADJ
policy,policy,policy,NOUN
committed,committed,commit,VERB
contribute,contribute,contribute,VERB
social,social,social,ADJ
development,development,development,NOUN
abate,abate,abate,VERB
poverty,poverty,poverty,NOUN
insecurity,insecurity,insecurity,NOUN
Central,central,central,PROPN
America,america,america,PROPN
primary,primary,primary,ADJ
causes,causes,cause,NOUN
forced,forced,force,VERB
migration,migration,migration,NOUN
great,great,great,ADJ
regional,regional,regional,ADJ
productive,productive,productive,ADJ
projects,projects,project,NOUN
drives,drives,drive,VERB
government,government,government,NOUN
operate,operate,operate,VERB
southern,southern,southern,ADJ
development,development,development,NOUN
curtains,curtains,curtain,NOUN
territory,territory,territory,NOUN
generate,generate,generate,VERB
economic,economic,economic,ADJ
prosperity,prosperity,prosperity,NOUN
needed,needed,need,VERB
expulsor,expulsor,expulsor,NOUN
areas,areas,area,NOUN
migrants,migrants,migrant,NOUN
country,country,country,NOUN
promote,promote,promote,VERB
integration,integration,integration,NOUN
mechanisms,mechanisms,mechanism,NOUN
promote,promote,promote,VERB
growth,growth,growth,NOUN
investment,investment,investment,NOUN
employment,employment,employment,NOUN
Latin,latin,latin,ADJ
American,american,american,ADJ
region,region,region,NOUN
Pacific,pacific,pacific,PROPN
Alliance,alliance,alliance,PROPN
countries,countries,country,NOUN
North,north,north,PROPN
America,america,america,PROPN
maintain,maintain,maintain,VERB
significant,significant,significant,ADJ
commercial,commercial,commercial,ADJ
investment,investment,investment,NOUN
exchange,exchange,exchange,NOUN
achieved,achieved,achieve,VERB
decades,decades,decade,NOUN
effort,effort,effort,NOUN
construction,construction,construction,NOUN
vast,vast,vast,ADJ
institutional,institutional,institutional,ADJ
scaffolding,scaffolding,scaffolding,NOUN
growing,growing,grow,VERB
link,link,link,NOUN
populations,populations,population,NOUN
United,united,united,PROPN
States,states,states,PROPN
America,america,america,PROPN
USA,usa,usa,PROPN
especially,especially,especially,ADV
relationship,relationship,relationship,NOUN
based,based,base,VERB
cooperation,cooperation,cooperation,NOUN
respect,respect,respect,NOUN
friendship,friendship,friendship,NOUN
maintained,maintained,maintain,VERB
qualities,qualities,quality,NOUN
exceed,exceed,exceed,VERB
adverse,adverse,adverse,ADJ
juncture,juncture,juncture,NOUN
European,european,european,PROPN
Union,union,union,PROPN
EXTRACOMMUNITARIES,extracommunitaries,extracommunitarie,NOUN
Mexico,mexico,mexico,PROPN
maintains,maintains,maintain,VERB
positive,positive,positive,ADJ
relationships,relationships,relationship,NOUN
major,major,major,ADJ
exchanges,exchanges,exchange,NOUN
cooperation,cooperation,cooperation,NOUN
development,development,development,NOUN
achieved,achieved,achieve,VERB
Likewise,likewise,likewise,ADV
realizes,realizes,realize,VERB
efforts,efforts,effort,NOUN
dedicated,dedicated,dedicate,VERB
strengthening,strengthening,strengthen,VERB
collaboration,collaboration,collaboration,NOUN
countries,countries,country,NOUN
mechanisms,mechanisms,mechanism,NOUN
Pacific,pacific,pacific,PROPN
Asia,asia,asia,PROPN
exposing,exposing,expose,VERB
important,important,important,ADJ
agreements,agreements,agreement,NOUN
reached,reached,reach,VERB
members,members,member,NOUN
group,group,group,NOUN
leadership,leadership,leadership,NOUN
country,country,country,NOUN
Mikta,mikta,mikta,ADJ
space,space,space,NOUN
Government,government,government,PROPN
recognizes,recognizes,recognize,VERB
complexity,complexity,complexity,NOUN
current,current,current,ADJ
international,international,international,ADJ
context,context,context,NOUN
demands,demands,demand,VERB
collective,collective,collective,ADJ
action,action,action,NOUN
concerted,concerted,concert,VERB
favor,favor,favor,NOUN
certainty,certainty,certainty,NOUN
legality,legality,legality,NOUN
co,co,co,NOUN
responsibility,responsibility,responsibility,NOUN
reason,reason,reason,NOUN
deploys,deploys,deploy,VERB
active,active,active,ADJ
presence,presence,presence,NOUN
agencies,agencies,agency,NOUN
United,united,united,PROPN
Nations,nations,nations,PROPN
system,system,system,NOUN
agencies,agencies,agency,NOUN
promote,promote,promote,VERB
inclusive,inclusive,inclusive,ADJ
open,open,open,ADJ
societies,societies,society,NOUN
advance,advance,advance,NOUN
achieving,achieving,achieve,VERB
objectives,objectives,objective,NOUN
Agenda,agenda,agenda,PROPN
act,act,act,VERB
constructively,constructively,constructively,ADV
matters,matters,matter,NOUN
defense,defense,defense,NOUN
human,human,human,ADJ
rights,rights,right,NOUN
combating,combating,combat,VERB
climate,climate,climate,NOUN
change,change,change,NOUN
impetus,impetus,impetus,NOUN
gender,gender,gender,NOUN
equality,equality,equality,NOUN
normative,normative,normative,ADJ
principles,principles,principle,NOUN
guide,guide,guide,VERB
foreign,foreign,foreign,ADJ
policy,policy,policy,NOUN
international,international,international,ADJ
cooperation,cooperation,cooperation,NOUN
development,development,development,NOUN
key,key,key,ADJ
piece,piece,piece,NOUN
bilateral,bilateral,bilateral,ADJ
relations,relations,relation,NOUN
Mexico,mexico,mexico,PROPN
incidence,incidence,incidence,NOUN
country,country,country,NOUN
South,south,south,PROPN
South,south,south,PROPN
triangular,triangular,triangular,ADJ
cooperation,cooperation,cooperation,NOUN
mechanisms,mechanisms,mechanism,NOUN
Mexico,mexico,mexico,PROPN
promotes,promotes,promote,VERB
cooperation,cooperation,cooperation,NOUN
projects,projects,project,NOUN
contribute,contribute,contribute,VERB
sustainable,sustainable,sustainable,ADJ
development,development,development,NOUN
Central,central,central,PROPN
American,american,american,PROPN
Caribbean,caribbean,caribbean,ADJ
General,general,general,PROPN
Latin,latin,latin,ADJ
American,american,american,ADJ
region,region,region,NOUN
collaboration,collaboration,collaboration,NOUN
partners,partners,partner,NOUN
world,world,world,NOUN
Mexico,mexico,mexico,PROPN
nation,nation,nation,NOUN
based,based,base,VERB
territory,territory,territory,NOUN
actions,actions,action,NOUN
protection,protection,protection,NOUN
support,support,support,NOUN
accompaniment,accompaniment,accompaniment,NOUN
Mexicans,mexicans,mexicans,PROPN
abroad,abroad,abroad,ADV
highest,highest,high,ADJ
priority,priority,priority,NOUN
Mexican,mexican,mexican,ADJ
consular,consular,consular,ADJ
network,network,network,NOUN
largest,largest,large,ADJ
country,country,country,NOUN
evolves,evolves,evolve,VERB
true,true,true,ADJ
network,network,network,NOUN
advocacy,advocacy,advocacy,NOUN
Communities,communities,community,NOUN
abroad,abroad,abroad,ADV
defense,defense,defense,NOUN
human,human,human,ADJ
rights,rights,right,NOUN
add,add,add,VERB
promotion,promotion,promotion,NOUN
greater,greater,great,ADJ
opportunities,opportunities,opportunity,NOUN
care,care,care,NOUN
health,health,health,NOUN
education,education,education,NOUN
heritage,heritage,heritage,NOUN
Bilateral,bilateral,bilateral,ADJ
relations,relations,relation,NOUN
occasion,occasion,occasion,NOUN
Federal,federal,federal,PROPN
Executive,executive,executive,PROPN
Power,power,power,PROPN
Transmission,transmission,transmission,PROPN
Ceremony,ceremony,ceremony,PROPN
Mexico,mexico,mexico,PROPN
City,city,city,PROPN
December,december,december,PROPN
went,went,go,VERB
country,country,country,NOUN
invited,invited,invite,VERB
world,world,world,NOUN
headers,headers,header,NOUN
state,state,state,NOUN
government,government,government,NOUN
owners,owners,owner,NOUN
organisms,organisms,organism,NOUN
International,international,international,PROPN
Ministers,ministers,ministers,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
members,members,member,NOUN
diplomatic,diplomatic,diplomatic,ADJ
corps,corps,corps,NOUN
accredited,accredited,accredit,VERB
country,country,country,NOUN
special,special,special,ADJ
guests,guests,guest,NOUN
Mexico,mexico,mexico,PROPN
maintains,maintains,maintain,VERB
respectful,respectful,respectful,ADJ
fluent,fluent,fluent,ADJ
constant,constant,constant,ADJ
dialogue,dialogue,dialogue,NOUN
government,government,government,NOUN
Government,government,government,PROPN
Mexico,mexico,mexico,PROPN
insisted,insisted,insist,VERB
American,american,american,ADJ
interlocutors,interlocutors,interlocutor,NOUN
migratory,migratory,migratory,ADJ
phenomenon,phenomenon,phenomenon,NOUN
shared,shared,share,VERB
issue,issue,issue,NOUN
transit,transit,transit,NOUN
destination,destination,destination,NOUN
resolved,resolved,resolve,VERB
attending,attending,attend,VERB
root,root,root,NOUN
problem,problem,problem,NOUN
development,development,development,NOUN
regard,regard,regard,NOUN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
traveled,traveled,travel,VERB
country,country,country,NOUN
occasions,occasions,occasion,NOUN
expand,expand,expand,VERB
bilateral,bilateral,bilateral,ADJ
dialogue,dialogue,dialogue,NOUN
December,december,december,PROPN
June,june,june,PROPN
April,april,april,PROPN
President,president,president,PROPN
Republic,republic,republic,PROPN
received,received,receive,VERB
delegation,delegation,delegation,NOUN
American,american,american,ADJ
legislators,legislators,legislator,NOUN
order,order,order,NOUN
express,express,express,VERB
Government,government,government,PROPN
Mexico,mexico,mexico,PROPN
Improve,improve,improve,VERB
living,living,living,NOUN
conditions,conditions,condition,NOUN
Mexicans,mexicans,mexicans,PROPN
Central,central,central,PROPN
American,american,american,PROPN
cooperation,cooperation,cooperation,NOUN
development,development,development,NOUN
Likewise,likewise,likewise,ADV
July,july,july,PROPN
received,received,receive,VERB
delegation,delegation,delegation,NOUN
legislators,legislators,legislator,NOUN
country,country,country,NOUN
dialogue,dialogue,dialogue,NOUN
importance,importance,importance,NOUN
ratification,ratification,ratification,NOUN
Mexico,mexico,mexico,PROPN
Treaty,treaty,treaty,PROPN
United,united,united,PROPN
States,states,states,PROPN
Canada,canada,canada,PROPN
T,t,t,PROPN
MEC,mec,mec,PROPN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
deepened,deepened,deepen,VERB
dialogue,dialogue,dialogue,NOUN
subnational,subnational,subnational,ADJ
actors,actors,actor,NOUN
clear,clear,clear,ADJ
intention,intention,intention,NOUN
Mexico,mexico,mexico,PROPN
strengthen,strengthen,strengthen,VERB
commercial,commercial,commercial,ADJ
ties,ties,tie,NOUN
end,end,end,NOUN
met,met,meet,VERB
Governor,governor,governor,PROPN
Nebraska,nebraska,nebraska,PROPN
John,john,john,PROPN
Peter,peter,peter,PROPN
Ricketts,ricketts,ricketts,PROPN
February,february,february,PROPN
Likewise,likewise,likewise,ADV
summit,summit,summit,NOUN
Mayors,mayors,mayors,PROPN
North,north,north,PROPN
America,america,america,PROPN
June,june,june,PROPN
Los,los,los,PROPN
Cabos,cabos,cabos,PROPN
Baja,baja,baja,PROPN
California,california,california,PROPN
Sur,sur,sur,PROPN
Border,border,border,NOUN
view,view,view,NOUN
promoting,promoting,promote,VERB
competitiveness,competitiveness,competitiveness,NOUN
prosperity,prosperity,prosperity,NOUN
North,north,north,PROPN
America,america,america,PROPN
Mexico,mexico,mexico,PROPN
fostered,fostered,foster,VERB
bilateral,bilateral,bilateral,ADJ
coordination,coordination,coordination,NOUN
order,order,order,NOUN
modernize,modernize,modernize,VERB
border,border,border,NOUN
area,area,area,NOUN
December,december,december,PROPN
expansion,expansion,expansion,NOUN
Mexican,mexican,mexican,ADJ
section,section,section,NOUN
Puerto,puerto,puerto,PROPN
Palomas,palomas,palomas,PROPN
Columbus,columbus,columbus,PROPN
Chihuahua,chihuahua,chihuahua,PROPN
New,new,new,PROPN
Mexico,mexico,mexico,PROPN
modernization,modernization,modernization,NOUN
